period,target,model,feature_group,rows,races,log_loss,brier,ece_10,roc_auc,winner_top1,winner_top2,winner_top3,winner_top5,winner_rr,winner_average_rank,placegetter_average_rank,ranking_correlation,top3_capture_at3,top3_capture_at5,top2_zero_hit,top2_one_hit,top2_two_hit,place_capture_at_cutoff,ndcg_at5,matrix_weight,probability_metrics_valid
walk_forward,Win,Matrix+Win ML rank overlay,rank_overlay_research,2019.0,161.0,0.2586790146905849,0.0694223111151875,0.024541317683890358,0.7172977020639304,0.2546583850931677,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.44570975952963526,4.298136645962733,4.9648033126294,0.3356271702728857,0.443064182194617,0.6273291925465838,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.443064182194617,0.5276478775714107,1.0,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.2568021113652713,0.06943251646372059,0.01912886879839801,0.7243529742125708,0.22981366459627328,0.40993788819875776,0.5590062111801242,0.7080745341614907,0.4376798839531759,4.279503105590062,4.892339544513458,0.35803932668430444,0.45755693581780543,0.6273291925465838,0.2484472049689441,0.5217391304347826,0.22981366459627328,0.45755693581780543,0.5307708266648855,0.5,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.25679022996259865,0.06939827009205746,0.01964028842716456,0.72431787335611,0.22981366459627328,0.4161490683229814,0.546583850931677,0.7142857142857143,0.43911907623087754,4.236024844720497,4.900621118012422,0.3522045242542137,0.4575569358178053,0.6314699792960663,0.2360248447204969,0.5279503105590062,0.2360248447204969,0.4575569358178053,0.5326215267424607,0.55,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.256822996482753,0.06937109408550983,0.01978869510757168,0.7237512452446697,0.22981366459627328,0.4161490683229814,0.5341614906832298,0.7142857142857143,0.4382835246189284,4.248447204968944,4.904761904761905,0.3498299973468037,0.453416149068323,0.6314699792960663,0.2422360248447205,0.515527950310559,0.2422360248447205,0.453416149068323,0.5323076381313278,0.6,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.256900199022564,0.069351020395429,0.01917851644344005,0.7235623692075229,0.22981366459627328,0.4161490683229814,0.5341614906832298,0.7142857142857143,0.4381356393778755,4.254658385093168,4.915113871635611,0.3477192579677052,0.4513457556935817,0.6314699792960664,0.2422360248447205,0.515527950310559,0.2422360248447205,0.4513457556935817,0.5326313880646695,0.65,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.257021684650747,0.06933813272969233,0.018207687434594427,0.7230943577880444,0.2422360248447205,0.40372670807453415,0.5403726708074534,0.7018633540372671,0.44165299848529666,4.279503105590062,4.962732919254658,0.33806535079827005,0.44927536231884063,0.6252587991718427,0.2608695652173913,0.515527950310559,0.2236024844720497,0.44927536231884063,0.5284277492157062,0.7,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.2571873583754088,0.0693325649085897,0.02091718913580796,0.7227433492234354,0.2546583850931677,0.40372670807453415,0.5341614906832298,0.6956521739130435,0.4472724135767614,4.260869565217392,4.954451345755693,0.33987617746254134,0.4472049689440994,0.6231884057971016,0.2608695652173913,0.5279503105590062,0.2111801242236025,0.4472049689440994,0.5282946720090334,0.75,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.25739718148197827,0.06933449833818953,0.023930073653936894,0.7224809285346563,0.2546583850931677,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.44605728984610976,4.291925465838509,4.958592132505176,0.3375306906058784,0.4451345755693581,0.6252587991718427,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4451345755693581,0.5269910180966433,0.8,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.2576511692223808,0.06934415851090883,0.022489854981690108,0.7219945309522695,0.2546583850931677,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.44605728984610976,4.291925465838509,4.9648033126294,0.3364031413720855,0.443064182194617,0.6252587991718426,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.443064182194617,0.5268101726164307,0.85,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.2579493878304232,0.0693618104240277,0.021633330355100004,0.7213627155359733,0.2546583850931677,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.4455988455988456,4.304347826086956,4.9648033126294,0.33527011290986447,0.443064182194617,0.6273291925465838,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.443064182194617,0.5276478775714107,0.9,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.2582919508397261,0.06938775281100955,0.02298164040902587,0.720617240203518,0.2546583850931677,0.40372670807453415,0.5279503105590062,0.6894409937888198,0.4455988455988456,4.304347826086956,4.9648033126294,0.33527011290986447,0.443064182194617,0.6273291925465838,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.443064182194617,0.5276478775714107,0.95,False
walk_forward,Win,Matrix+Place ML rank overlay,rank_overlay_research,2019.0,161.0,0.2586790146905849,0.0694223111151875,0.02454131768389036,0.7170820825170992,0.2546583850931677,0.40372670807453415,0.5341614906832298,0.6894409937888198,0.44622735787332063,4.291925465838509,4.962732919254658,0.3361271810297016,0.4451345755693581,0.6273291925465838,0.2608695652173913,0.5341614906832298,0.20496894409937888,0.4451345755693581,0.5279191457917298,1.0,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2952387418464752,0.07941969798710527,0.06145481734416946,0.6439909297052153,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3251322751322751,4.777777777777778,5.296296296296297,0.2809168362149441,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4592204474657328,0.5,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.29476778552532856,0.07940481675092328,0.06144959540107119,0.645124716553288,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3251322751322751,4.777777777777778,5.37037037037037,0.2718725718725719,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.46477711177349057,0.55,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2943361761781499,0.07938889659529998,0.0577204311285321,0.645124716553288,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3306878306878307,4.666666666666667,5.333333333333333,0.2742035742035742,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4678448034860183,0.6,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2939441721328915,0.07937178158967736,0.05779330511255774,0.6485260770975056,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3306878306878307,4.666666666666667,5.333333333333333,0.2742035742035742,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4678448034860183,0.65,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.29359208476579407,0.07935337364274477,0.05783935625296653,0.6519274376417233,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.33439153439153446,4.555555555555555,5.407407407407408,0.262004662004662,0.4444444444444444,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.49492475734677743,0.7,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2932802810364745,0.07933363728030117,0.057858289827601994,0.6536281179138321,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.3103174603174603,4.888888888888889,5.518518518518518,0.23931896324743412,0.37037037037037035,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.37037037037037035,0.482151691529502,0.75,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2930091858469453,0.0793126041604226,0.057849856553799865,0.6541950113378684,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.481481481481481,0.24087024087024092,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.8,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.29277928415455273,0.07929037718528865,0.06155488200420691,0.655328798185941,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.518518518518518,0.23543123543123545,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.85,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2925911227582304,0.07926713405086962,0.06531163362693976,0.6541950113378685,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.518518518518518,0.23543123543123545,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.9,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.2924453116675962,0.07924313006012028,0.06530853887105342,0.6541950113378685,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.518518518518518,0.23543123543123545,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.95,False
external_holdout,Win,Matrix+Win ML rank overlay,rank_overlay_research,107.0,9.0,0.29234252495599566,0.07921870001393784,0.06527408167410535,0.6632653061224489,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.481481481481482,0.2362082362082362,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,1.0,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.29409445875968715,0.079599716366558,0.05506978679209801,0.6485260770975056,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.35185185185185186,4.444444444444445,5.296296296296297,0.2893475680711179,0.4444444444444444,0.5925925925925926,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.46534319579532507,0.5,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.2935992700037045,0.0795382344805299,0.05490992871126267,0.645124716553288,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3333333333333333,4.555555555555555,5.407407407407408,0.2770784770784771,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4475663050193091,0.55,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.2931741994928407,0.0794814738951636,0.05848807773079875,0.645124716553288,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3333333333333333,4.555555555555555,5.444444444444445,0.25740183480749457,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4475663050193091,0.6,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.2928194325846076,0.0794294400466376,0.05474291332186778,0.6496598639455782,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3333333333333333,4.555555555555555,5.444444444444445,0.2553224553224554,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4506213616363736,0.65,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.29253526439960104,0.079382237199794,0.054740136109409136,0.6609977324263039,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.34365079365079365,4.444444444444445,5.333333333333333,0.27707847707847716,0.48148148148148145,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.48148148148148145,0.4997774443991513,0.7,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.29232209847782953,0.07934006928549957,0.054686641711129,0.6643990929705215,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.3343915343915344,4.555555555555555,5.407407407407408,0.26783216783216784,0.4444444444444444,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4965423196975688,0.75,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.29218044402727045,0.07930323961605615,0.0545826769203624,0.6598639455782314,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.3251322751322751,4.666666666666667,5.444444444444445,0.25307323896594525,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.49168963264519494,0.8,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.2921109115463319,0.07927214917157059,0.05442862423080043,0.6587301587301587,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.481481481481481,0.24087024087024092,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.85,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.29211420659858983,0.07924729312455273,0.05422501148060423,0.6587301587301587,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.518518518518518,0.23543123543123545,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.9,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.2921911215306384,0.07922925526530929,0.06528271326352932,0.6587301587301587,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.518518518518518,0.23543123543123545,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,0.95,False
external_holdout,Win,Matrix+Place ML rank overlay,rank_overlay_research,107.0,9.0,0.29234252495599566,0.07921870001393785,0.06527408167410535,0.6570294784580499,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.31957671957671957,4.777777777777778,5.481481481481482,0.2362082362082362,0.4074074074074074,0.6296296296296295,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4074074074074074,0.4886219409326672,1.0,False
